"交通調査基本区間番号","世代管理番号（十の位）","世代管理番号（一の位）","道路種別","路線／路線番号","路線／路線名","起点側／接続区分","起点側／接続路線等／交通調査基本区間番号","起点側／接続路線等／世代管理番号（十の位）","起点側／接続路線等／路線名等","起点側／備考","終点側／接続区分","終点側／接続路線等／交通調査基本区間番号","終点側／接続路線等／世代管理番号（十の位）","終点側／接続路線等／路線名等","終点側／備考","現道旧道区分","管理区分","市区町村コード","自動車専用道路の別","区間種別","分離区間／分離区分","分離区間／交通調査基本区間番号","区間延長（ｋｍ）","高規格道路の別","一般国道指定区間","一方通行フラグ","平成２２年度／交通調査基本区間番号","交通量調査単位区間番号／都道府県指定市コード","交通量調査単位区間番号／調査単位区間番号","観測地点交通調査基本区間番号","交通量観測地点地名／市郡区町村丁字目","平成２７年度調査交通量観測・非観測の別","個別調査観測値活用の別","１２・２４時間観測の別","交通量観測年月日","昼間１２時間自動車類交通量（上下合計）／小型車（台）","昼間１２時間自動車類交通量（上下合計）／大型車（台）","昼間１２時間自動車類交通量（上下合計）／合計（台）","２４時間自動車類交通量（上下合計）／小型車（台）","２４時間自動車類交通量（上下合計）／大型車（台）","２４時間自動車類交通量（上下合計）／合計（台）","昼夜率","昼間１２時間ピーク比率（％）","昼間１２時間大型車混入率（％）","混雑度","平成２２年度／交通量調査／都道府県指定市コード","平成２２年度／交通量調査／調査単位区間番号","平成２２年度／昼間１２時間自動車類交通量（台）","平成２２年度／２４時間自動車類交通量（台）","旅行速度調査単位区間番号／都道府県指定市コード","旅行速度調査単位区間番号／調査単位区間番号","混雑時／上り／旅行速度計測・非計測の別","混雑時／上り／旅行速度（ｋｍ／ｈ）","混雑時／下り／旅行速度計測・非計測の別","混雑時／下り／旅行速度（ｋｍ／ｈ）","昼間非混雑時／上り／旅行速度計測・非計測の別","昼間非混雑時／上り／旅行速度（ｋｍ／ｈ）","昼間非混雑時／下り／旅行速度計測・非計測の別","昼間非混雑時／下り／旅行速度（ｋｍ／ｈ）","昼間１２時間平均旅行速度（時間帯別交通量加重）／上り（ｋｍ／ｈ）","昼間１２時間平均旅行速度（時間帯別交通量加重）／下り（ｋｍ／ｈ）","平成２２年度／旅行速度調査／都道府県指定市コード","平成２２年度／旅行速度調査／調査単位区間番号","平成２２年度／旅行速度／混雑時／上り（ｋｍ／ｈ）","平成２２年度／旅行速度／混雑時／下り（ｋｍ／ｈ）","平成２２年度／旅行速度／昼間非混雑時／上り（ｋｍ／ｈ）","平成２２年度／旅行速度／昼間非混雑時／下り（ｋｍ／ｈ）","道路状況調査単位区間番号／都道府県指定市コード","道路状況調査単位区間番号／調査単位区間番号","区間延長／改良済み区間率（％）","区間延長／５．５ｍ以上改良済み区間率（％）","幅員構成／道路部幅員（ｍ）","幅員構成／車道部幅員（ｍ）","幅員構成／車道幅員（ｍ）","幅員構成／中央帯幅員（ｍ）","幅員構成／歩道幅員／上り（ｍ）","幅員構成／歩道幅員／下り（ｍ）","幅員構成／自転車道幅員／上り（ｍ）","幅員構成／自転車道幅員／下り（ｍ）","幅員構成／停車帯等幅員／上り（ｍ）","幅員構成／停車帯等幅員／下り（ｍ）","車線数","交通安全施設等／歩道設置率（％）","交通安全施設等／自転車歩行者道設置率（％）","交通安全施設等／自転車道設置率（％）","交通安全施設等／自転車レーン設置率（％）","交通安全施設等／両側歩道設置率（％）","交通安全施設等／両側自転車歩行者道設置率（％）","交通安全施設等／両側自転車道設置率（％）","交通安全施設等／両側自転車レーン設置率（％）","交通安全施設等／歩道代表幅員（ｍ）","交通安全施設等／自転車道代表幅員（ｍ）","バス路線／バス路線延長率（％）","バス路線／バス優先・専用レーンの有無","交差点密度／信号交差点（箇所／ｋｍ）","交差点密度／信号のない交差点（箇所／ｋｍ）","代表信号交差点／青時間比（％）","代表信号交差点／右折専用車線の有無等","鉄道との平面交差箇所の有無","指定最高速度（ｋｍ／ｈ）","付加車線及び登坂車線設置箇所の有無／上り","付加車線及び登坂車線設置箇所の有無／下り","代表沿道状況","中央分離帯／中央分離帯の種類","中央分離帯／中央分離帯の設置状況","軌道の有無","自転車通行可能区分","異常気象時等通行規制区分","リバーシブルレーン運用の有無","アクセスコントロール","平成２２年度／道路状況調査／都道府県指定市コード","平成２２年度／道路状況調査／調査単位区間番号","交通調査基本区間番号","世代管理番号（十の位）","世代管理番号（一の位）","道路種別","路線／路線番号","路線／路線名"
"17300080110","0","0",3,8,"一般国道８号",1,"17602050010","0","一般県道八田南森本線","",1,"17602010010","0","一般県道蚊爪森本停車場線","",1,1,17201,0,0,0,"","1.4",0,1,0,"17300080110",17000,10050,"17300080110","金沢市福久",1,0,2,20151006,34290,4539,38829,44331,6029,50360,"1.30","10.0","11.7","1.13",17000,10050,38852,54681,17000,10100,1,"35.1",1,"15.0",1,"38.0",1,"36.7","36.8","23.9",17000,10100,44.6,19.4,48.0,32.3,17000,10070,100.0,100.0,25.30,20.00,"14.00","2.00",2.60,2.70,.00,.00,.00,.00,4,95.7,95.7,.0,.0,95.7,91.3,.0,.0,2.70,.00,34.8,3,1.7,4.8,68,1,2,60,2,2,3,5,1,4,2,1,2,2,17000,10050,"17300080110","0","0",3,8,"一般国道８号"
"17300080120","0","0",3,8,"一般国道８号",1,"17602010010","0","一般県道蚊爪森本停車場線","",1,"17110800020","0","北陸自動車道","",1,1,17201,0,0,0,"",".9",0,1,0,"17300080120",17000,10050,"17300080110","金沢市福久",1,0,2,20151006,34290,4539,38829,44331,6029,50360,"1.30","10.0","11.7","1.13",17000,10050,38852,54681,17000,10110,1,"30.5",1,"23.9",1,"37.0",1,"39.9","34.2","32.0",17000,10110,29.4,22.3,35.3,38.4,17000,10070,100.0,100.0,25.30,20.00,"14.00","2.00",2.60,2.70,.00,.00,.00,.00,4,95.7,95.7,.0,.0,95.7,91.3,.0,.0,2.70,.00,34.8,3,1.7,4.8,68,1,2,60,2,2,3,5,1,4,2,1,2,2,17000,10060,"17300080120","0","0",3,8,"一般国道８号"
"17300080130","0","0",3,8,"一般国道８号",1,"17110800020","0","北陸自動車道","",2,"17800110010","0","市道福久千木線","",1,1,17201,0,0,0,"",".6",0,1,0,"17300080130",17000,10050,"17300080110","金沢市福久",1,0,2,20151006,34290,4539,38829,44331,6029,50360,"1.30","10.0","11.7","1.12",17000,10050,38852,54681,17000,10120,1,"32.5",1,"32.5",1,"38.1",1,"44.6","35.8","39.2",17000,10120,27.3,26.1,33.6,38.3,17000,10080,100.0,100.0,34.10,25.30,"14.00","8.30",.00,.00,.00,.00,.00,.00,4,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,.0,3,1.7,.0,69,1,2,60,2,2,3,1,1,4,2,1,2,2,17000,10060,"17300080130","0","0",3,8,"一般国道８号"
"17300080140","0","0",3,8,"一般国道８号",2,"17800110010","0","市道福久千木線","",1,"17602000040","0","一般県道向粟崎安江町線","",1,1,17201,0,0,0,"","1.1",0,1,0,"17300080140",17000,10060,"17300080140","金沢市磯部",1,0,2,20151006,44122,5700,49822,61386,7054,68440,"1.37","10.4","11.4","1.29",17000,10060,54628,75622,17000,10130,1,"25.0",1,"42.8",1,"44.4",1,"58.1","34.0","51.0",17000,10130,26.5,23.8,42.2,57.6,17000,10090,100.0,100.0,32.70,25.70,"14.00","6.20",3.50,3.50,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,68.0,.0,.0,3.50,.00,.0,3,.4,6.0,65,1,2,60,2,2,4,1,1,4,1,1,2,2,17000,10070,"17300080140","0","0",3,8,"一般国道８号"
"17300080150","0","0",3,8,"一般国道８号",1,"17602000040","0","一般県道向粟崎安江町線","",1,"17800020010","0","市道北間中橋線","",1,1,17201,0,0,0,"","1.4",0,1,0,"17300080150",17000,10060,"17300080140","金沢市磯部",1,0,2,20151006,44122,5700,49822,61386,7054,68440,"1.37","10.4","11.4","1.29",17000,10060,54628,75622,17000,10140,1,"41.2",1,"25.4",1,"54.0",1,"45.8","48.1","34.9",17000,10140,38.0,22.8,53.7,43.1,17000,10090,100.0,100.0,32.70,25.70,"14.00","6.20",3.50,3.50,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,68.0,.0,.0,3.50,.00,.0,3,.4,6.0,65,1,2,60,2,2,4,1,1,4,1,1,2,2,17000,10080,"17300080150","0","0",3,8,"一般国道８号"
"17300080160","0","0",3,8,"一般国道８号",1,"17800020010","0","市道北間中橋線","",1,"17602990010","0","一般県道近岡諸江線","",1,1,17201,0,0,0,"",".5",0,1,0,"17300080160",17000,10060,"17300080140","金沢市磯部",1,0,2,20151006,44122,5700,49822,61386,7054,68440,"1.37","10.4","11.4","1.37",17000,10060,54628,75622,17000,10150,1,"26.1",1,"20.7",1,"34.4",1,"34.8","30.6","27.5",17000,10150,23.5,26.8,34.3,23.6,17000,10100,100.0,100.0,30.00,23.90,"21.00","2.40",3.00,3.10,.00,.00,.00,.00,6,100.0,100.0,.0,.0,100.0,80.0,.0,.0,3.10,.00,.0,3,2.0,6.0,53,1,2,60,2,2,2,1,1,4,1,1,2,2,17000,10090,"17300080160","0","0",3,8,"一般国道８号"
"17300080170","0","0",3,8,"一般国道８号",1,"17602990010","0","一般県道近岡諸江線","",1,"17400600030","0","主要地方道金沢田鶴浜線","",1,1,17201,0,0,0,"","1.0",0,1,0,"17300080170",17000,10060,"17300080140","金沢市磯部",1,0,2,20151006,44122,5700,49822,61386,7054,68440,"1.37","10.4","11.4","1.04",17000,10060,54628,75622,17000,10160,1,"27.4",1,"47.2",1,"37.6",1,"49.9","32.8","48.8",17000,10160,27.5,52.4,39.2,51.8,17000,10110,100.0,100.0,40.00,22.80,"21.00","1.50",3.00,3.50,.00,.00,.00,.00,6,100.0,100.0,.0,.0,100.0,40.0,.0,.0,3.50,.00,100.0,3,1.0,5.0,72,1,2,60,2,2,3,1,1,4,1,1,2,2,17000,10100,"17300080170","0","0",3,8,"一般国道８号"
"17300080180","0","0",3,8,"一般国道８号",1,"17400600030","0","主要地方道金沢田鶴浜線","",1,"17400170040","0","主要地方道金沢港線","",1,1,17201,0,0,0,"",".9",0,1,0,"17300080180",17000,10070,"17300080180","金沢市西念",1,0,2,20151006,46711,6242,52953,63556,9328,72884,"1.38","10.6","11.8","1.25",17000,10070,61099,85274,17000,10170,1,"51.0",1,"51.4",1,"55.6",1,"57.3","53.7","54.9",17000,10170,54.9,54.5,59.3,61.0,17000,10120,100.0,100.0,46.20,18.70,"14.00","3.70",3.20,6.70,.00,.00,.00,.00,4,100.0,55.6,.0,.0,100.0,22.2,.0,.0,6.70,.00,100.0,3,.0,2.2,,,2,60,2,2,3,1,1,4,2,1,2,2,17000,10100,"17300080180","0","0",3,8,"一般国道８号"
"17300080190","0","0",3,8,"一般国道８号",1,"17400170040","0","主要地方道金沢港線","",2,"17601960080","0","一般県道上安原昭和町線","",1,1,17201,0,0,0,"",".9",0,1,0,"17300080190",17000,10070,"17300080180","金沢市西念",1,0,2,20151006,46711,6242,52953,63556,9328,72884,"1.38","10.6","11.8","1.85",17000,10070,61099,85274,17000,10180,1,"41.8",1,"27.6",1,"48.0",1,"41.9","45.3","35.1",17000,10180,50.1,32.6,52.9,39.7,17000,10130,100.0,100.0,31.60,25.80,"14.00","4.30",2.90,2.90,.00,.00,.00,.00,4,100.0,66.7,.0,.0,100.0,55.6,.0,.0,2.90,.00,100.0,3,1.1,4.4,65,1,2,60,2,2,2,1,1,4,2,1,2,2,17000,10110,"17300080190","0","0",3,8,"一般国道８号"
"17300080200","0","0",3,8,"一般国道８号",2,"17601960080","0","一般県道上安原昭和町線","",1,"17601960060","0","一般県道上安原昭和町線","",1,1,17201,0,0,0,"",".2",0,1,0,"17300080200",17000,10070,"17300080180","金沢市西念",1,0,2,20151006,46711,6242,52953,63556,9328,72884,"1.38","10.6","11.8","1.00",17000,10070,61099,85274,17000,10190,1,"21.6",1,"21.4",1,"28.2",1,"32.5","25.2","27.2",17000,10190,25.8,22.1,26.4,31.0,17000,10140,100.0,100.0,37.30,31.10,"21.00","4.30",3.70,2.50,.00,.00,.00,.00,6,100.0,100.0,.0,.0,100.0,100.0,.0,.0,3.70,.00,100.0,3,5.0,.0,77,1,2,60,2,2,3,1,1,4,1,1,2,2,17000,10120,"17300080200","0","0",3,8,"一般国道８号"
"17300080210","0","0",3,8,"一般国道８号",1,"17601960060","0","一般県道上安原昭和町線","",1,"17601960130","0","一般県道上安原昭和町線","",1,1,17201,0,0,0,"","1.0",0,1,0,"17300080210",17000,10070,"17300080180","金沢市西念",1,0,2,20151006,46711,6242,52953,63556,9328,72884,"1.38","10.6","11.8","1.56",17000,10070,61099,85274,17000,10200,1,"38.4",1,"24.1",1,"44.8",1,"41.0","42.0","32.5",17000,10200,36.8,27.2,38.5,39.8,17000,10150,100.0,100.0,30.80,26.60,"14.00","2.10",1.90,2.30,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,93.3,.0,.0,2.30,.00,100.0,3,1.3,3.3,77,2,2,60,2,2,3,1,1,4,1,1,2,2,17000,10120,"17300080210","0","0",3,8,"一般国道８号"
"17300080220","0","0",3,8,"一般国道８号",1,"17601960130","0","一般県道上安原昭和町線","",1,"17400250070","0","主要地方道金沢美川小松線","",1,1,17201,0,0,0,"",".5",0,1,0,"17300080220",17000,10070,"17300080180","金沢市西念",1,0,2,20151006,46711,6242,52953,63556,9328,72884,"1.38","10.6","11.8","1.56",17000,10070,61099,85274,17000,10210,1,"18.1",1,"33.9",1,"39.1",1,"50.9","26.8","42.9",17000,10210,22.2,36.0,30.1,53.8,17000,10150,100.0,100.0,30.80,26.60,"14.00","2.10",1.90,2.30,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,93.3,.0,.0,2.30,.00,100.0,3,1.3,3.3,77,2,2,60,2,2,3,1,1,4,1,1,2,2,17000,10120,"17300080220","0","0",3,8,"一般国道８号"
"17300080230","0","0",3,8,"一般国道８号",1,"17400250070","0","主要地方道金沢美川小松線","",1,"17601960010","0","一般県道上安原昭和町線","",1,1,17201,0,0,0,"",".2",0,1,0,"17300080230",17000,10070,"17300080180","金沢市西念",1,0,2,20151006,46711,6242,52953,63556,9328,72884,"1.38","10.6","11.8",".98",17000,10070,61099,85274,17000,10220,1,"18.8",1,"24.8",1,"47.7",1,"54.7","29.7","37.7",17000,10220,21.9,27.6,35.8,50.4,17000,10160,100.0,100.0,35.00,20.00,"15.70","1.50",2.70,3.30,.00,.00,.00,.00,5,100.0,100.0,.0,.0,100.0,100.0,.0,.0,3.30,.00,100.0,3,.0,.0,,,2,60,2,2,2,1,1,4,1,1,2,2,17000,10130,"17300080230","0","0",3,8,"一般国道８号"
"17300080240","0","0",3,8,"一般国道８号",1,"17601960010","0","一般県道上安原昭和町線","",6,"","","金沢市・野々市市境","",1,1,17201,0,0,0,"","1.5",0,1,0,"17300080240",17000,10080,"17300080240","金沢市森戸1丁目",1,0,2,20151006,38073,5682,43755,52399,8670,61069,"1.40","10.4","13.0","1.51",17000,10080,49063,69408,17000,10230,1,"17.4",1,"17.0",1,"37.7",1,"31.6","26.0","24.4",17000,10230,25.3,17.4,43.4,24.3,17000,10170,100.0,100.0,26.40,20.80,"17.40","1.20",3.00,2.60,.00,.00,.00,.00,5,100.0,6.7,.0,.0,100.0,.0,.0,.0,3.00,.00,26.7,3,1.3,8.0,59,1,2,60,2,2,2,5,1,4,2,1,2,4,17000,10130,"17300080240","0","0",3,8,"一般国道８号"
"17300080250","0","1",3,8,"一般国道８号",6,"","","金沢市・野々市市境","",1,"17601950060","0","一般県道倉部金沢線","",1,1,17212,0,0,0,"",".1",0,1,0,"17300080250",17000,10080,"17300080240","金沢市森戸1丁目",1,0,2,20151006,38073,5682,43755,52399,8670,61069,"1.40","10.4","13.0","1.45",17000,10080,49063,69408,17000,10230,1,"15.6",1,"16.5",1,"30.5",1,"19.1","22.3","18.1",17000,10230,25.3,17.4,43.4,24.3,17000,10180,100.0,100.0,27.60,22.60,"17.50","2.00",2.50,2.50,.00,.00,.00,.00,5,100.0,88.9,.0,.0,100.0,11.1,.0,.0,2.50,.00,.0,3,2.2,6.7,56,1,2,60,2,2,3,5,1,4,2,1,2,4,17000,10140,"17300080250","0","1",3,8,"一般国道８号"
"17300080260","0","1",3,8,"一般国道８号",1,"17601950060","0","一般県道倉部金沢線","",1,"17800060010","0","市道疋田御経塚線","",1,1,17212,0,0,0,"",".8",0,1,0,"17300080260",17000,10080,"17300080240","金沢市森戸1丁目",1,0,2,20151006,38073,5682,43755,52399,8670,61069,"1.40","10.4","13.0","1.45",17000,10080,49063,69408,17000,10240,1,"21.2",1,"27.3",1,"35.1",1,"28.7","28.0","28.2",17000,10240,26.7,26.5,28.0,29.3,17000,10180,100.0,100.0,27.60,22.60,"17.50","2.00",2.50,2.50,.00,.00,.00,.00,5,100.0,88.9,.0,.0,100.0,11.1,.0,.0,2.50,.00,.0,3,2.2,6.7,56,1,2,60,2,2,3,5,1,4,2,1,2,4,17000,10140,"17300080260","0","1",3,8,"一般国道８号"
"17300080270","0","1",3,8,"一般国道８号",1,"17800060010","0","市道疋田御経塚線","",1,"17301570100","0","一般国道１５７号","",1,1,17212,0,0,0,"","2.0",0,1,0,"17300080270",17000,10080,"17300080240","金沢市森戸1丁目",1,0,2,20151006,38073,5682,43755,52399,8670,61069,"1.40","10.4","13.0","1.87",17000,10080,49063,69408,17000,10250,1,"22.5",1,"29.4",1,"31.7",1,"43.1","27.4","37.2",17000,10250,25.1,31.0,32.1,43.6,17000,10190,100.0,100.0,26.70,22.00,"14.00","1.40",4.70,.00,.00,.00,.00,.00,4,100.0,50.0,.0,.0,50.0,5.0,.0,.0,4.70,.00,10.0,3,.5,3.5,60,1,2,60,2,2,2,3,3,4,2,1,2,4,17000,10140,"17300080270","0","1",3,8,"一般国道８号"
"17300080280","0","1",3,8,"一般国道８号",1,"17301570100","0","一般国道１５７号","",6,"","","野々市市・白山市境","",1,1,17212,0,0,0,"",".4",0,1,0,"17300080280",17000,10090,"17300080290","白山市田中町",1,0,2,20151006,37451,5007,42458,51458,6821,58279,"1.37","10.2","11.8",".83",17000,10090,37626,53975,17000,10260,1,"41.7",1,"18.4",1,"57.2",1,"37.2","50.3","26.9",17000,10260,32.5,18.2,42.4,29.5,17000,10200,100.0,100.0,29.40,21.50,"14.40","3.00",2.50,3.10,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,75.0,.0,.0,3.10,.00,75.0,3,.0,5.0,,,2,60,2,2,4,5,1,4,1,1,2,4,17000,10150,"17300080280","0","1",3,8,"一般国道８号"
"17300080290","0","0",3,8,"一般国道８号",6,"","","野々市市・白山市境","",6,"","","白山市・野々市市境","",1,1,17210,0,0,0,"",".3",0,1,0,"17300080290",17000,10090,"17300080290","白山市田中町",1,0,2,20151006,37451,5007,42458,51458,6821,58279,"1.37","10.2","11.8","1.30",17000,10090,37626,53975,17000,10260,1,"29.4",1,"28.2",1,"33.4",1,"31.6","31.8","30.2",17000,10260,32.5,18.2,42.4,29.5,17000,10210,100.0,100.0,26.80,21.10,"14.00","4.00",2.70,2.70,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,100.0,.0,.0,2.70,.00,.0,3,6.7,3.3,72,1,2,60,2,2,3,5,1,4,1,1,2,4,17000,10150,"17300080290","0","0",3,8,"一般国道８号"
"17300080300","0","1",3,8,"一般国道８号",6,"","","白山市・野々市市境","",6,"","","野々市市・白山市境","",1,1,17212,0,0,0,"",".2",0,1,0,"17300080300",17000,10090,"17300080290","白山市田中町",1,0,2,20151006,37451,5007,42458,51458,6821,58279,"1.37","10.2","11.8",".97",17000,10090,37626,53975,17000,10260,1,"26.3",1,"32.6",1,"24.4",1,"44.9","25.1","39.3",17000,10260,32.5,18.2,42.4,29.5,17000,10220,100.0,100.0,27.00,21.00,"14.00","2.00",2.70,2.70,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,100.0,.0,.0,2.70,.00,100.0,3,.0,15.0,,,2,60,2,2,3,5,1,4,1,1,2,4,17000,10150,"17300080300","0","1",3,8,"一般国道８号"
"17300080310","0","0",3,8,"一般国道８号",6,"","","野々市市・白山市境","",2,"17301570120","0","一般国道１５７号","",1,1,17210,0,0,0,"",".3",0,1,0,"17300080310",17000,10090,"17300080290","白山市田中町",1,0,2,20151006,37451,5007,42458,51458,6821,58279,"1.37","10.2","11.8","1.64",17000,10090,37626,53975,17000,10260,1,"27.6",1,"16.6",1,"34.1",1,"31.1","31.4","23.4",17000,10260,32.5,18.2,42.4,29.5,17000,10230,100.0,100.0,26.40,21.00,"14.00","2.00",2.70,2.70,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,100.0,.0,.0,2.70,.00,100.0,3,3.3,16.7,52,1,2,60,2,2,3,3,2,4,1,1,2,4,17000,10160,"17300080310","0","0",3,8,"一般国道８号"
"17300080320","0","0",3,8,"一般国道８号",2,"17301570120","0","一般国道１５７号","",1,"17601900040","0","一般県道矢作松任線","",1,1,17210,0,0,0,"",".4",0,1,0,"17300080320",17000,10100,"17300080320","白山市宮丸町",1,0,2,20151006,31167,5617,36784,41962,7909,49871,"1.36","11.4","15.3","1.59",17000,10100,37229,51288,17000,10270,1,"17.9",1,"32.9",1,"32.0",1,"42.9","24.5","38.2",17000,10270,35.1,11.8,47.1,22.7,17000,10240,100.0,100.0,26.00,21.00,"16.25","2.00",2.50,2.50,.00,.00,.00,.00,5,100.0,100.0,.0,.0,100.0,100.0,.0,.0,2.50,.00,100.0,3,3.2,10.5,62,1,2,60,2,2,3,3,1,4,1,1,2,4,17000,10160,"17300080320","0","0",3,8,"一般国道８号"
"17300080330","0","0",3,8,"一般国道８号",1,"17601900040","0","一般県道矢作松任線","",1,"17400080030","0","主要地方道松任宇ノ気線","",1,1,17210,0,0,0,"",".8",0,1,0,"17300080330",17000,10100,"17300080320","白山市宮丸町",1,0,2,20151006,31167,5617,36784,41962,7909,49871,"1.36","11.4","15.3","1.59",17000,10100,37229,51288,17000,10280,1,"19.1",1,"29.9",1,"30.2",1,"30.4","24.6","30.2",17000,10280,28.1,14.6,30.1,20.9,17000,10240,100.0,100.0,26.00,21.00,"16.25","2.00",2.50,2.50,.00,.00,.00,.00,5,100.0,100.0,.0,.0,100.0,100.0,.0,.0,2.50,.00,100.0,3,3.2,10.5,62,1,2,60,2,2,3,3,1,4,1,1,2,4,17000,10160,"17300080330","0","0",3,8,"一般国道８号"
"17300080340","0","0",3,8,"一般国道８号",1,"17400080030","0","主要地方道松任宇ノ気線","",2,"17800300010","0","市道末松徳光線","",1,1,17210,0,0,0,"",".3",0,1,0,"17300080340",17000,10100,"17300080320","白山市宮丸町",1,0,2,20151006,31167,5617,36784,41962,7909,49871,"1.36","11.4","15.3","1.59",17000,10100,37229,51288,17000,10290,1,"17.6",1,"30.3",1,"30.0",1,"33.4","23.6","32.1",17000,10290,21.2,19.0,24.0,23.0,17000,10240,100.0,100.0,26.00,21.00,"16.25","2.00",2.50,2.50,.00,.00,.00,.00,5,100.0,100.0,.0,.0,100.0,100.0,.0,.0,2.50,.00,100.0,3,3.2,10.5,62,1,2,60,2,2,3,3,1,4,1,1,2,4,17000,10170,"17300080340","0","0",3,8,"一般国道８号"
"17300080350","0","0",3,8,"一般国道８号",2,"17800300010","0","市道末松徳光線","",1,"17601740040","0","一般県道安吉松任線","",1,1,17210,0,0,0,"",".4",0,1,0,"17300080350",17000,10100,"17300080320","白山市宮丸町",1,0,2,20151006,31167,5617,36784,41962,7909,49871,"1.36","11.4","15.3","1.59",17000,10100,37229,51288,17000,10300,1,"15.9",1,"28.6",1,"27.8",1,"38.5","21.5","33.8",17000,10300,18.7,24.5,22.4,24.6,17000,10240,100.0,100.0,26.00,21.00,"16.25","2.00",2.50,2.50,.00,.00,.00,.00,5,100.0,100.0,.0,.0,100.0,100.0,.0,.0,2.50,.00,100.0,3,3.2,10.5,62,1,2,60,2,2,3,3,1,4,1,1,2,4,17000,10170,"17300080350","0","0",3,8,"一般国道８号"
"17300080360","0","0",3,8,"一般国道８号",1,"17601740040","0","一般県道安吉松任線","",1,"17602910100","0","一般県道三日市松任線","",1,1,17210,0,0,0,"","1.5",0,1,0,"17300080360",17000,10100,"17300080320","白山市宮丸町",1,0,2,20151006,31167,5617,36784,41962,7909,49871,"1.36","11.4","15.3","1.70",17000,10100,37229,51288,17000,10310,1,"15.2",1,"19.8",1,"33.7",1,"38.6","22.9","27.9",17000,10310,18.9,35.2,25.8,38.3,17000,10250,100.0,100.0,27.00,20.80,"14.00","3.20",3.30,2.90,.00,.00,.00,.00,4,100.0,73.3,.0,.0,100.0,13.3,.0,.0,3.30,.00,100.0,3,2.7,12.0,77,1,2,60,2,2,3,3,2,4,2,1,2,4,17000,10180,"17300080360","0","0",3,8,"一般国道８号"
"17300080370","0","0",3,8,"一般国道８号",1,"17602910100","0","一般県道三日市松任線","",2,"17601840040","0","一般県道松本木津線","",1,1,17210,0,0,0,"",".8",0,1,0,"17300080370",17000,10100,"17300080320","白山市宮丸町",1,0,2,20151006,31167,5617,36784,41962,7909,49871,"1.36","11.4","15.3","1.51",17000,10100,37229,51288,17000,10320,1,"29.0",1,"31.4",1,"32.7",1,"32.0","31.2","31.8",17000,10320,32.7,35.6,32.4,35.6,17000,10260,100.0,100.0,28.80,24.80,"14.00","1.50",2.00,2.00,.00,.00,.00,.00,4,100.0,92.0,.0,.0,100.0,10.0,.0,.0,2.00,.00,74.0,3,1.8,11.4,71,1,2,60,2,2,4,5,1,4,2,1,2,4,17000,10190,"17300080370","0","0",3,8,"一般国道８号"
"17300080380","0","0",3,8,"一般国道８号",2,"17601840040","0","一般県道松本木津線","",1,"17601840020","0","一般県道松本木津線","",1,1,17210,0,0,0,"",".5",0,1,0,"17300080380",17000,10100,"17300080320","白山市宮丸町",1,0,2,20151006,31167,5617,36784,41962,7909,49871,"1.36","11.4","15.3","1.51",17000,10100,37229,51288,17000,10330,1,"31.9",1,"33.9",1,"39.4",1,"39.9","36.1","37.3",17000,10330,37.9,36.2,38.5,41.6,17000,10260,100.0,100.0,28.80,24.80,"14.00","1.50",2.00,2.00,.00,.00,.00,.00,4,100.0,92.0,.0,.0,100.0,10.0,.0,.0,2.00,.00,74.0,3,1.8,11.4,71,1,2,60,2,2,4,5,1,4,2,1,2,4,17000,10190,"17300080380","0","0",3,8,"一般国道８号"
"17300080390","0","0",3,8,"一般国道８号",1,"17601840020","0","一般県道松本木津線","",2,"17601570010","0","一般県道松任寺井線","",1,1,17210,0,0,0,"","1.5",0,1,0,"17300080390",17000,10100,"17300080320","白山市宮丸町",1,0,2,20151006,31167,5617,36784,41962,7909,49871,"1.36","11.4","15.3","1.51",17000,10100,37229,51288,17000,10340,1,"38.1",1,"34.6",1,"40.5",1,"46.5","39.5","40.9",17000,10340,40.4,44.8,42.3,49.7,17000,10260,100.0,100.0,28.80,24.80,"14.00","1.50",2.00,2.00,.00,.00,.00,.00,4,100.0,92.0,.0,.0,100.0,10.0,.0,.0,2.00,.00,74.0,3,1.8,11.4,71,1,2,60,2,2,4,5,1,4,2,1,2,4,17000,10190,"17300080390","0","0",3,8,"一般国道８号"
